node_id,node_type,original_id,label
ingredient_17781,ingredient,extra virgin olive oil or any cooking oil,extra virgin olive oil or any cooking oil
recipe_17782,recipe,9608,Cream Cheese Scrambled Eggs Recipe
ingredient_17783,ingredient,cheese spread britannias classic cheese spreadz,cheese spread britannias classic cheese spreadz
recipe_17784,recipe,9609,Palak Bhajia Recipe - Spinach Pakoras
ingredient_17785,ingredient,spinach leaves palak tightly packed,spinach leaves palak tightly packed
recipe_17786,recipe,9610,Pavakkai Poriyal Recipe - Karela Ki Sabzi
ingredient_17787,ingredient,karela bitter gourd pavakkai cut into small dices remove excess seeds from inside,karela bitter gourd pavakkai cut into small dices remove excess seeds from inside
ingredient_17788,ingredient,jaggery or more to suit your taste,jaggery or more to suit your taste
recipe_17789,recipe,9611,Manga Ogre Recipe
ingredient_17790,ingredient,1 1 rice cooked,1 1 rice cooked
ingredient_17791,ingredient,1 raw mango peel and tighten,1 raw mango peel and tighten
ingredient_17792,ingredient,1 spoon curry leaves,1 spoon curry leaves
recipe_17793,recipe,9612,Lobia Masala Recipe
ingredient_17794,ingredient,cowpea,cowpea
ingredient_17795,ingredient,1 inch ginger peel,1 inch ginger peel
ingredient_17796,ingredient,tighten 3 cloves garlic,tighten 3 cloves garlic
recipe_17797,recipe,9613,Lauki Chana Dal (Recipe In Hindi)
recipe_17798,recipe,9614,Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies
ingredient_17799,ingredient,2 dry red chillies sliced,2 dry red chillies sliced
recipe_17800,recipe,9615,Mixed Vegetable Samosa Recipe
ingredient_17801,ingredient,4 potatoes aloo medium size,4 potatoes aloo medium size
ingredient_17802,ingredient,carrot gajjar boiled and finely chopped,carrot gajjar boiled and finely chopped
ingredient_17803,ingredient,3 green chilli finely chopped,3 green chilli finely chopped
recipe_17804,recipe,9616,Mirchi Pakodi (Recipe In Hindi)
recipe_17805,recipe,9617,Chinese Bhel Recipe - No Onion No Garlic
ingredient_17806,ingredient,wheat noodles boiled and fried,wheat noodles boiled and fried
ingredient_17807,ingredient,10 green beans french beans thinly sliced,10 green beans french beans thinly sliced
recipe_17808,recipe,9618,Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe
recipe_17809,recipe,9619,Vazhakkai Varuval Recipe- Raw Banana Roast Recipe
ingredient_17810,ingredient,2 raw banana sliced,2 raw banana sliced
recipe_17811,recipe,9620,Kashmiri Chhir Chot Recipe- Rice Pancakes
ingredient_17812,ingredient,sunflower oil for dosa,sunflower oil for dosa
recipe_17813,recipe,9621,Peshawari Kala Chana (Recipe In Hindi)
ingredient_17814,ingredient,black gram sprouted,black gram sprouted
ingredient_17815,ingredient,chickpeas spices,chickpeas spices
recipe_17816,recipe,9622,Thouthe Kodel Recipe
recipe_17817,recipe,9623,Karwar Style Kairichi Udid Methi Recipe (Raw Mango Methi Curry)
ingredient_17818,ingredient,2 mango raw peeled and chopped,2 mango raw peeled and chopped
recipe_17819,recipe,9624,Pepper Murukku Recipe - South Indian Style Chakli
ingredient_17820,ingredient,urad dal flour husk black gram flour,urad dal flour husk black gram flour
ingredient_17821,ingredient,7 to 8 whole black peppercorns freshly powdered,7 to 8 whole black peppercorns freshly powdered
ingredient_17822,ingredient,sunflower oil from the oil used for frying the murukku,sunflower oil from the oil used for frying the murukku
recipe_17823,recipe,9625,Orange Mocktail Recipe
ingredient_17824,ingredient,sprite or 7 up or club soda or ginger ale,sprite or 7 up or club soda or ginger ale
ingredient_17825,ingredient,sugar as required optional,sugar as required optional
recipe_17826,recipe,9626,Raw Mango Carrot Cucumber Salad Recipe With Peanuts
ingredient_17827,ingredient,raw mango finely chopped,raw mango finely chopped
ingredient_17828,ingredient,tomato finely chopped out of seeds,tomato finely chopped out of seeds
ingredient_17829,ingredient,peanuts compress take coriander leaves finely chopped,peanuts compress take coriander leaves finely chopped
ingredient_17830,ingredient,mint finely chopped,mint finely chopped
ingredient_17831,ingredient,cumin seeds powder,cumin seeds powder
recipe_17832,recipe,9627,Chicken And Shrimp Bánh Xèo Recipe -Vietnamese Stuffed Crepe
ingredient_17833,ingredient,shrimps peeled and deveined,shrimps peeled and deveined
ingredient_17834,ingredient,chicken breasts cut into the pieces,chicken breasts cut into the pieces
ingredient_17835,ingredient,1 carrots gajjar julienned,1 carrots gajjar julienned
ingredient_17836,ingredient,1 cucumber julienned,1 cucumber julienned
recipe_17837,recipe,9628,Chow Chow Sambar Recipe (Chayote Squash Sambar)
ingredient_17838,ingredient,chow chow chayote squash cut into cubes,chow chow chayote squash cut into cubes
ingredient_17839,ingredient,tamarind soaked in of water,tamarind soaked in of water
ingredient_17840,ingredient,4 sprig coriander dhania leaves roughly chopped,4 sprig coriander dhania leaves roughly chopped
ingredient_17841,ingredient,1 dry red chillies,1 dry red chillies
recipe_17842,recipe,9629,Pacha Payir Kulambu Recipe (South Indian Style Green Gram Curry)
recipe_17843,recipe,9630,Muttaikose Poriyal Recipe - Purple Cabbage Poriyal | Red Cabbage Sabzi
ingredient_17844,ingredient,purple cabbage roughly chopped or sliced thin,purple cabbage roughly chopped or sliced thin
recipe_17845,recipe,9631,Basil Pesto Grilled Chicken Recipe
recipe_17846,recipe,9632,Menthya Matvadi Palya Recipe - Madhwa Brahmin Style Methi-Chana Dal Sabzi
ingredient_17847,ingredient,chana dal bengal gram dal soaked for 2 hours,chana dal bengal gram dal soaked for 2 hours
recipe_17848,recipe,9633,Goan Sorak Curry Recipe
ingredient_17849,ingredient,6 kashmiri dry red chilli,6 kashmiri dry red chilli
recipe_17850,recipe,9634,Stir Fried Tofu and Celery Recipe
recipe_17851,recipe,9635,Ice Wine Panna Cotta Recipe
ingredient_17852,ingredient,2 heavy whipping cream,2 heavy whipping cream
ingredient_17853,ingredient,ice wine or any other sweet dessert wine,ice wine or any other sweet dessert wine
ingredient_17854,ingredient,blackberries or any berries for garnish,blackberries or any berries for garnish
recipe_17855,recipe,9636,Danyachi Amti Recipe (Maharashtrian Style Groundnut Curry)
ingredient_17856,ingredient,buttermilk or amsul dried kokum skin,buttermilk or amsul dried kokum skin
ingredient_17857,ingredient,salt to taste or kala namak when fasting,salt to taste or kala namak when fasting
recipe_17858,recipe,9637,Sindhi Kuneh Ja Bhee Recipe (Lotus Stem Chaat)
recipe_17859,recipe,9638,Masala Mixed Sprouts Sandwich Recipe
ingredient_17860,ingredient,8 whole wheat brown bread sides cut,8 whole wheat brown bread sides cut
ingredient_17861,ingredient,masoor dal whole sprouted,masoor dal whole sprouted
ingredient_17862,ingredient,rajma large kidney beans sprouted,rajma large kidney beans sprouted
ingredient_17863,ingredient,kala chana brown chickpeas sprouted,kala chana brown chickpeas sprouted
recipe_17864,recipe,9639,Mangalorean Style Sonay Sukka Recipe - Dry Chickpea Stir Fry
ingredient_17865,ingredient,kabuli chana white chickpeas soaked in water overnight and boile,kabuli chana white chickpeas soaked in water overnight and boile
ingredient_17866,ingredient,4 cloves laung finely chopped,4 cloves laung finely chopped
recipe_17867,recipe,9640,Barnyard Millet Bisi Bele Bath Recipe
ingredient_17868,ingredient,10 pearl onions sambar onions peeled,10 pearl onions sambar onions peeled
ingredient_17869,ingredient,green beans french beans diced,green beans french beans diced
recipe_17870,recipe,9641,Beetroot Poriyal (Recipe In Hindi)
ingredient_17871,ingredient,2 beetroot cut into small pieces,2 beetroot cut into small pieces
ingredient_17872,ingredient,4 curry leaves break,4 curry leaves break
ingredient_17873,ingredient,small onion finely chopped,small onion finely chopped
recipe_17874,recipe,9642,Tomato Onion Chutney Recipe - Tomato Onion Chutney Recipe
ingredient_17875,ingredient,small onions,small onions
ingredient_17876,ingredient,asafoetida optional,asafoetida optional
ingredient_17877,ingredient,sesame oil or any oil,sesame oil or any oil
ingredient_17878,ingredient,rye or any oil,rye or any oil
recipe_17879,recipe,9643,Saffron Peda Recipe
ingredient_17880,ingredient,khoya mawa store bought or home made,khoya mawa store bought or home made
recipe_17881,recipe,9644,Mushroom Methi Brown Rice Recipe
ingredient_17882,ingredient,button mushrooms sliced thin,button mushrooms sliced thin
recipe_17883,recipe,9645,South Indian Onion Chutney Recipe
recipe_17884,recipe,9646,The Paruppu Podi Recipe - South Indian Spiced Dal Chutney Powder
ingredient_17885,ingredient,chana dal bengal gram dal roasted,chana dal bengal gram dal roasted
recipe_17886,recipe,9647,Ruote Pasta & Eggplant Gratin Recipe
ingredient_17887,ingredient,route pasta del monte ruote pasta,route pasta del monte ruote pasta
ingredient_17888,ingredient,sweet corn delmonte,sweet corn delmonte
ingredient_17889,ingredient,7 8 del monte black olives halved,7 8 del monte black olives halved
ingredient_17890,ingredient,tomato basil pasta sauce del monte pasta sauce,tomato basil pasta sauce del monte pasta sauce
ingredient_17891,ingredient,4 5 cloves garlic minced,4 5 cloves garlic minced
ingredient_17892,ingredient,soy granules soaked in hot water for 15 minutes and drained,soy granules soaked in hot water for 15 minutes and drained
ingredient_17893,ingredient,1 brinjal baingan eggplant sliced into rounds,1 brinjal baingan eggplant sliced into rounds
ingredient_17894,ingredient,2 sprig basil leaves torn,2 sprig basil leaves torn
ingredient_17895,ingredient,gouda cheese shredded or crumbled,gouda cheese shredded or crumbled
recipe_17896,recipe,9648,Maharashtrian Aunty Recipe
ingredient_17897,ingredient,tamarind in of water,tamarind in of water
recipe_17898,recipe,9649,Moolangi Tovve Recipe - Moolangi Tavve Recipe
ingredient_17899,ingredient,3 radishes peeled and chopped,3 radishes peeled and chopped
ingredient_17900,ingredient,1 lemon cut,1 lemon cut
recipe_17901,recipe,9650,Onion Bajji Recipe -Vengaya Bajji/ South Indian Onion Pakora
recipe_17902,recipe,9651,Porridge Bread Recipe
ingredient_17903,ingredient,khichdi pongal,khichdi pongal
ingredient_17904,ingredient,rice flour or as needed,rice flour or as needed
ingredient_17905,ingredient,onion finely diced optional,onion finely diced optional
recipe_17906,recipe,9652,Foxtail Millet Rava Idli Recipe
ingredient_17907,ingredient,cashew nuts a few,cashew nuts a few
recipe_17908,recipe,9653,Besan Oats Ladoo Recipe
recipe_17909,recipe,9654,Ada Pradhaman Recipe With Homemade Ada- Kerala Special Payasam Recipe
ingredient_17910,ingredient,coconut milk thick one,coconut milk thick one
ingredient_17911,ingredient,2 cardamom elaichi pods seeds powdered,2 cardamom elaichi pods seeds powdered
ingredient_17912,ingredient,1 banana leaf,1 banana leaf
ingredient_17913,ingredient,fresh coconut finely chopped or thinly sliced coconut pieces,fresh coconut finely chopped or thinly sliced coconut pieces
recipe_17914,recipe,9655,Spicy Pickled Paneer Gravy (Recipe In Hindi)
ingredient_17915,ingredient,paneer,paneer
ingredient_17916,ingredient,pickle mango pickle with spices,pickle mango pickle with spices
ingredient_17917,ingredient,2 onions grated,2 onions grated
ingredient_17918,ingredient,few branch green coriander finely chopped,few branch green coriander finely chopped
recipe_17919,recipe,9656,Grilled Herring With Kasundi Mustard And Wild Celery Recipe
ingredient_17920,ingredient,4 herring fish steaks,4 herring fish steaks
ingredient_17921,ingredient,celery wild celery,celery wild celery
recipe_17922,recipe,9657,Kongunadu Cucumber Juice Recipe - Spicy & Tonji Eggplant Juice
ingredient_17923,ingredient,2 dry red chillies adjust according to the heat of the chilli,2 dry red chillies adjust according to the heat of the chilli
ingredient_17924,ingredient,1 dry red chilli cut it into smaller pieces,1 dry red chilli cut it into smaller pieces
ingredient_17925,ingredient,5 curry leaves tear them roughly,5 curry leaves tear them roughly
recipe_17926,recipe,9658,Chicken Sholay Kebab Recipe
ingredient_17927,ingredient,boneless chicken cut into chunks,boneless chicken cut into chunks
recipe_17928,recipe,9659,Mambazha Pulissery Recipe - Mango Mor Kuzhambu Recipe
ingredient_17929,ingredient,1 mango ripe peel slice,1 mango ripe peel slice
recipe_17930,recipe,9660,Savoury Baked Arbi Chips Recipe
ingredient_17931,ingredient,6 colocasia root arbi thinly sliced,6 colocasia root arbi thinly sliced
ingredient_17932,ingredient,extra virgin olive oil to toss,extra virgin olive oil to toss
ingredient_17933,ingredient,amchur dry mango powder to taste optional,amchur dry mango powder to taste optional
recipe_17934,recipe,9661,Sprouted Ragi Chicken Cutlet Recipe
ingredient_17935,ingredient,ragi seeds soaked overnight and sprouted,ragi seeds soaked overnight and sprouted
ingredient_17936,ingredient,carrots gajjar boiled and mashed,carrots gajjar boiled and mashed
ingredient_17937,ingredient,4 cloves garlic mashed,4 cloves garlic mashed
recipe_17938,recipe,9662,Homemade Ice-Cream Cake Recipe
ingredient_17939,ingredient,1 chocolate ice cream softened,1 chocolate ice cream softened
ingredient_17940,ingredient,1 vanilla ice cream,1 vanilla ice cream
ingredient_17941,ingredient,strawberry cake a 9 inch strawberry cake,strawberry cake a 9 inch strawberry cake
ingredient_17942,ingredient,decorative sugar cake candy sprinkles for decorating,decorative sugar cake candy sprinkles for decorating
ingredient_17943,ingredient,4 whole eggs at room temperature,4 whole eggs at room temperature
ingredient_17944,ingredient,strawberry essense,strawberry essense
recipe_17945,recipe,9663,One Pot Pav Bhaji Recipe Using Preethi Electric Pressure Cooker
ingredient_17946,ingredient,12 pav buns,12 pav buns
ingredient_17947,ingredient,1 onions finely chopped for serving,1 onions finely chopped for serving
ingredient_17948,ingredient,1 sprig coriander dhania leaves finely chopped for garnishing,1 sprig coriander dhania leaves finely chopped for garnishing
recipe_17949,recipe,9664,Cuban Black Bean Salad Recipe
ingredient_17950,ingredient,1 canned black beans canned drained rinsed,1 canned black beans canned drained rinsed
ingredient_17951,ingredient,2 tomatoes diced or cherry tomatoes,2 tomatoes diced or cherry tomatoes
ingredient_17952,ingredient,1 red yellow and green bell peppers capsicum finely chopped,1 red yellow and green bell peppers capsicum finely chopped
ingredient_17953,ingredient,1 red onion chopped,1 red onion chopped
recipe_17954,recipe,9665,Kollu Masala Dosa Recipe - High Protein Horse Gram Dosa
ingredient_17955,ingredient,water to make the batter,water to make the batter
ingredient_17956,ingredient,2 potato aloo cooked and cubed,2 potato aloo cooked and cubed
recipe_17957,recipe,9666,Bengali Style Shak Bhaja Recipe - Stir Fried Green Amaranth Leaves (Recipe in Hindi)
ingredient_17958,ingredient,amaranth leaves,amaranth leaves
ingredient_17959,ingredient,3 buds garlic finely chopped,3 buds garlic finely chopped
ingredient_17960,ingredient,1 inch ginger kass,1 inch ginger kass
recipe_17961,recipe,9667,Kashmiri Style Haak T Thool Recipe - Greens Cooked With Eggs
ingredient_17962,ingredient,4 greens collard greens,4 greens collard greens
ingredient_17963,ingredient,3 to mustard oil,3 to mustard oil
ingredient_17964,ingredient,2 whole eggs hard boiled,2 whole eggs hard boiled
ingredient_17965,ingredient,1 green chilli optional,1 green chilli optional
recipe_17966,recipe,9668,Gujarati Vaghareli Mag Recipe - Whole Green Moong Dal Sabzi Recipe
ingredient_17967,ingredient,1 green chillies finely chopped or slit,1 green chillies finely chopped or slit
recipe_17968,recipe,9669,Chilli Cheese Paratha Recipe
ingredient_17969,ingredient,6 green chillies finely chopped,6 green chillies finely chopped
ingredient_17970,ingredient,ghee to smear while cooking,ghee to smear while cooking
recipe_17971,recipe,9670,Gujarati Adadiya Ladwa Recipe - Urad Dal Halwa with Nuts & Spices
ingredient_17972,ingredient,urad dal flour coarsely ground to a flour,urad dal flour coarsely ground to a flour
ingredient_17973,ingredient,ghee ghee,ghee ghee
ingredient_17974,ingredient,1 khoya mawa crumbled,1 khoya mawa crumbled
ingredient_17975,ingredient,gond natural gum shallow fried in ghee and crushed,gond natural gum shallow fried in ghee and crushed
ingredient_17976,ingredient,1 peepramul powder ganthoda,1 peepramul powder ganthoda
ingredient_17977,ingredient,2 badam almond sliced or pistachois will also do for garnishing,2 badam almond sliced or pistachois will also do for garnishing
recipe_17978,recipe,9671,Mung Bean Sprouts Salad Recipe With Brussel Sprouts and Pomegranate
ingredient_17979,ingredient,5 brussel sprouts shredded,5 brussel sprouts shredded
ingredient_17980,ingredient,15 cranberries,15 cranberries
recipe_17981,recipe,9672,Almond Pottukathalai No Recipe - No Almond Chana Dal
recipe_17982,recipe,9673,Konkani Style Sol Kadhi Recipe - Kokum Flavored Coconut Curry
ingredient_17983,ingredient,8 kokum malabar tamarind soaked with water,8 kokum malabar tamarind soaked with water
recipe_17984,recipe,9674,Kokum Saar Recipe - Traditional Maharashtrian Kokum Drink
ingredient_17985,ingredient,kokum malabar tamarind unsweetened juice,kokum malabar tamarind unsweetened juice
ingredient_17986,ingredient,2 3 dry red chillies broken or 1 2 green chillies,2 3 dry red chillies broken or 1 2 green chillies
ingredient_17987,ingredient,5 6 curry leaves,5 6 curry leaves
ingredient_17988,ingredient,salt as required if using unsalted juice,salt as required if using unsalted juice
recipe_17989,recipe,9675,Lemon Oats Recipe
ingredient_17990,ingredient,roasted peanuts moongphali for garnish,roasted peanuts moongphali for garnish
recipe_17991,recipe,9676,Marrakesh Vegetable Curry Recipe
ingredient_17992,ingredient,6 green beans french beans chopped,6 green beans french beans chopped
ingredient_17993,ingredient,1 brinjal baingan eggplant diced,1 brinjal baingan eggplant diced
ingredient_17994,ingredient,1 red yellow or green bell pepper capsicum chopped,1 red yellow or green bell pepper capsicum chopped
ingredient_17995,ingredient,badam almond a few,badam almond a few
ingredient_17996,ingredient,raisins a few,raisins a few
recipe_17997,recipe,9677,Creamy Coconut Poached Pears Recipe
ingredient_17998,ingredient,2 pears,2 pears
recipe_17999,recipe,9678,Mutton Dak Bungalow Curry Recipe
ingredient_18000,ingredient,mutton bones,mutton bones
ingredient_18001,ingredient,4 potatoes aloo small,4 potatoes aloo small
ingredient_18002,ingredient,radhuni special bengali spice optional,radhuni special bengali spice optional
ingredient_18003,ingredient,tomato sliced,tomato sliced
ingredient_18004,ingredient,1 garlic paste,1 garlic paste
ingredient_18005,ingredient,1 mace javitri blade,1 mace javitri blade
ingredient_18006,ingredient,2 green chillies as per taste,2 green chillies as per taste
ingredient_18007,ingredient,dry red chilli as per taste,dry red chilli as per taste
recipe_18008,recipe,9679,French Brioche Recipe (Savoury Version)
recipe_18009,recipe,9680,Egg Korma Recipe
ingredient_18010,ingredient,2 3 green chilli chopped,2 3 green chilli chopped
recipe_18011,recipe,9681,South Indian One Pot Sambar Rice Recipe
ingredient_18012,ingredient,fresh coconut roughly chopped,fresh coconut roughly chopped
ingredient_18013,ingredient,rice sona masuri variety,rice sona masuri variety
ingredient_18014,ingredient,potato aloo cubed,potato aloo cubed
ingredient_18015,ingredient,bottle gourd lauki chopped,bottle gourd lauki chopped
recipe_18016,recipe,9682,Pineapple and Dill Granita Recipe
ingredient_18017,ingredient,pineapple peeled and cubed,pineapple peeled and cubed
recipe_18018,recipe,9683,Spicy Lemon Chilli Paneer Tart With Curry Leaves Recipe
ingredient_18019,ingredient,green bell pepper capsicum diced into squares,green bell pepper capsicum diced into squares
ingredient_18020,ingredient,onion diced,onion diced
ingredient_18021,ingredient,8 cloves garlic cut into strips,8 cloves garlic cut into strips
ingredient_18022,ingredient,corn flour mixed with water,corn flour mixed with water
ingredient_18023,ingredient,1 lemon cut into 8 wedges,1 lemon cut into 8 wedges
recipe_18024,recipe,9684,Bajri Roti Recipe
ingredient_18025,ingredient,lukewarm water to bind the dough,lukewarm water to bind the dough
recipe_18026,recipe,9685,Chinese style Black Sesame Nai Huang Bao Recipe (Steamed Custard Buns)
ingredient_18027,ingredient,sunflower oil as required or melted butter,sunflower oil as required or melted butter
ingredient_18028,ingredient,black sesame seeds powdered,black sesame seeds powdered
recipe_18029,recipe,9686,Kesar Shrikhand Recipe - Greek Yogurt Pudding With Saffron
ingredient_18030,ingredient,hung curd greek yogurt use low fat preferably,hung curd greek yogurt use low fat preferably
ingredient_18031,ingredient,pistachios sliced or almonds will also do,pistachios sliced or almonds will also do
ingredient_18032,ingredient,fresh fruits of your choice,fresh fruits of your choice
recipe_18033,recipe,9687,Matki Chi Usal Recipe - Spicy Moth Sprouted Salad
recipe_18034,recipe,9688,Raw Tomato Chutney Recipe - Raw Tomato Chutney (Recipe In Hindi)
recipe_18035,recipe,9689,Karnataka Style Avarekalu Huli Saru Recipe (Field Beans in a Coconut based Gravy Recipe)
ingredient_18036,ingredient,avarekalu lilva beans field beans,avarekalu lilva beans field beans
ingredient_18037,ingredient,15 cloves garlic crushed,15 cloves garlic crushed
ingredient_18038,ingredient,1 pearl onions sambar onions finely chopped,1 pearl onions sambar onions finely chopped
ingredient_18039,ingredient,sunflower oil sauteing,sunflower oil sauteing
recipe_18040,recipe,9690,Broccoli Rava Idli Recipe
recipe_18041,recipe,9691,Mushroom & Goat Cheese Omelette with Spinach Recipe
ingredient_18042,ingredient,4 spinach leaves palak torn,4 spinach leaves palak torn
recipe_18043,recipe,9692,Caramel Folded Plum Cake Recipe
ingredient_18044,ingredient,1 mixed dry fruits i used apricot,1 mixed dry fruits i used apricot
ingredient_18045,ingredient,rum or double with orange juice,rum or double with orange juice
ingredient_18046,ingredient,1 mixed nuts i used almond,1 mixed nuts i used almond
recipe_18047,recipe,9693,Chole Capsicum Masala Recipe
ingredient_18048,ingredient,kabuli chana white chickpeas soaked and cooked until soft,kabuli chana white chickpeas soaked and cooked until soft
ingredient_18049,ingredient,green bell pepper capsicum diced,green bell pepper capsicum diced
recipe_18050,recipe,9694,Chocolate Ganache Tart Recipe
ingredient_18051,ingredient,heavy whipping cream amul cream,heavy whipping cream amul cream
ingredient_18052,ingredient,dark chocolate bournville rich cocoa from india works fantastic,dark chocolate bournville rich cocoa from india works fantastic
ingredient_18053,ingredient,4 fresh cherries or fruits or whipped cream of your choice,4 fresh cherries or fruits or whipped cream of your choice
recipe_18054,recipe,9695,Konkani Style Mooga Ghushi Recipe-Sprouted Whole Green Gram In Tangy Coconut Gravy
ingredient_18055,ingredient,2 dry red chilli lightly roasted,2 dry red chilli lightly roasted
ingredient_18056,ingredient,tamarind paste or gooseberry sized tamarind remove seeds and fibre if any,tamarind paste or gooseberry sized tamarind remove seeds and fibre if any
recipe_18057,recipe,9696,Thai Flavoured Vegetable Noodles In Coconut Curry Recipe
ingredient_18058,ingredient,egg noodles packet,egg noodles packet
ingredient_18059,ingredient,purple cabbage shredded,purple cabbage shredded
ingredient_18060,ingredient,2 fresh red chillies sliced diagonally,2 fresh red chillies sliced diagonally
ingredient_18061,ingredient,raw peanuts moongphali roasted and skin removed,raw peanuts moongphali roasted and skin removed
ingredient_18062,ingredient,3 to thai red curry paste,3 to thai red curry paste
recipe_18063,recipe,9697,Carrot And Capsicum Rice Recipe
ingredient_18064,ingredient,3 to 4 curry leaves,3 to 4 curry leaves
ingredient_18065,ingredient,1 green chilli thinly sliced,1 green chilli thinly sliced
ingredient_18066,ingredient,coriander dhania leaves few chopped sprigs to garnish,coriander dhania leaves few chopped sprigs to garnish
recipe_18067,recipe,9698,Spiced Coconut Oatmeal With Assorted Fruits Recipe
ingredient_18068,ingredient,3 dates sliced,3 dates sliced
recipe_18069,recipe,9699,Chia Seeds Shikanji Recipe
ingredient_18070,ingredient,3 lemon juice,3 lemon juice
recipe_18071,recipe,9700,Paneer Kofta Curry Recipe - Paneer Kofta Curry Recipe
ingredient_18072,ingredient,paneer grated,paneer grated
ingredient_18073,ingredient,coriander a little,coriander a little
ingredient_18074,ingredient,hung yogurt or cream,hung yogurt or cream
ingredient_18075,ingredient,fenugreek seeds little,fenugreek seeds little
recipe_18076,recipe,9701,Spicy Mexican Salsa Verde Recipe - Green Tomato Salsa
ingredient_18077,ingredient,8 tomatillo or green raw tomatoes,8 tomatillo or green raw tomatoes
recipe_18078,recipe,9702,Gobhi Ke Kofte Recipe
ingredient_18079,ingredient,2 onions make paste,2 onions make paste
ingredient_18080,ingredient,2 big cardamom,2 big cardamom
ingredient_18081,ingredient,1 2 inch lentil sugar,1 2 inch lentil sugar
ingredient_18082,ingredient,2 sprig of green coriander finely chopped,2 sprig of green coriander finely chopped
ingredient_18083,ingredient,cabbage tightly,cabbage tightly
recipe_18084,recipe,9703,Jerk Chicken With Rice And Peas Pilaf Recipe
ingredient_18085,ingredient,chicken thigh and drumstick,chicken thigh and drumstick
ingredient_18086,ingredient,1 barbeque sauce or bottle jerk barbecue sauce,1 barbeque sauce or bottle jerk barbecue sauce
ingredient_18087,ingredient,spring onion bulb greens a bunch,spring onion bulb greens a bunch
ingredient_18088,ingredient,2 cloves garlic fine chopped,2 cloves garlic fine chopped
recipe_18089,recipe,9704,Tomato Basil Pasta And Pizza Sauce Recipe
recipe_18090,recipe,9705,Matar Keema Recipe
ingredient_18091,ingredient,green peas boiled and mashed,green peas boiled and mashed
ingredient_18092,ingredient,1 potato boiled and mashed,1 potato boiled and mashed
ingredient_18093,ingredient,cheese pinch,cheese pinch
ingredient_18094,ingredient,1 tomato finely chopped rye,1 tomato finely chopped rye
ingredient_18095,ingredient,oil used,oil used
ingredient_18096,ingredient,water used,water used
ingredient_18097,ingredient,salt used,salt used
recipe_18098,recipe,9706,Foxtail Millet Pilaf Recipe
ingredient_18099,ingredient,4 prunes sliced,4 prunes sliced
recipe_18100,recipe,9707,Sindhi Kadhi (Recipe In Hindi)
ingredient_18101,ingredient,okra cut it straight,okra cut it straight
recipe_18102,recipe,9708,Togarikaayi Usli Recipe
ingredient_18103,ingredient,green tur dal fresh,green tur dal fresh
ingredient_18104,ingredient,10 green chilies,10 green chilies
ingredient_18105,ingredient,2 garlic,2 garlic
recipe_18106,recipe,9709,Kothavarangai Poriyal Recipe - South Indian Style Cluster Beans Sabzi
ingredient_18107,ingredient,gawar phali kothavarangai cluster beans finely chopped,gawar phali kothavarangai cluster beans finely chopped
recipe_18108,recipe,9710,Kachcha Kela Masala Sabzi Recipe (Raw Banana with Tomatoes & Spices)
ingredient_18109,ingredient,red chilli powder as required to taste,red chilli powder as required to taste
ingredient_18110,ingredient,salt as required to taste,salt as required to taste
recipe_18111,recipe,9711,Goan Molyacho Ross Recipe - Goan Moolyacho Ross
ingredient_18112,ingredient,2 radishes peel,2 radishes peel
ingredient_18113,ingredient,pigeonpea,pigeonpea
ingredient_18114,ingredient,1 green chilli cut straight,1 green chilli cut straight
recipe_18115,recipe,9712,Coconut Chia Pudding Recipe
ingredient_18116,ingredient,1 tender coconut water,1 tender coconut water
ingredient_18117,ingredient,1 orange zest,1 orange zest
ingredient_18118,ingredient,mint leaves pudina a few,mint leaves pudina a few
recipe_18119,recipe,9713,Paneer Frankie Recipe - Delicious Kid Friendly Snack
ingredient_18120,ingredient,4 whole wheat tawa paratha made into round large sizes for rolls,4 whole wheat tawa paratha made into round large sizes for rolls
ingredient_18121,ingredient,4 lettuce leaves,4 lettuce leaves
ingredient_18122,ingredient,paneer homemade cottage cheese cut into strips,paneer homemade cottage cheese cut into strips
recipe_18123,recipe,9714,Beetroot Paneer Curry Recipe In Coconut Milk - Beet Paneer Curry Recipe
ingredient_18124,ingredient,paneer cut,paneer cut
ingredient_18125,ingredient,2 chakundar peel and chop,2 chakundar peel and chop
ingredient_18126,ingredient,2 bud garlic finely chopped,2 bud garlic finely chopped
recipe_18127,recipe,9715,Rajasthani Gatte Ka Pulao Recipe
recipe_18128,recipe,9716,Lugai Gosht Recipe - Mutton In Spicy Tomato Onion Gravy
ingredient_18129,ingredient,1 2 inch ginger thinly sliced,1 2 inch ginger thinly sliced
ingredient_18130,ingredient,cumin powder jeera adjustable,cumin powder jeera adjustable
recipe_18131,recipe,9717,Kalkandu (Kallusakkare) Pongal Recipe | Rice Pudding with Rock Candy
ingredient_18132,ingredient,4 6 mixed dry fruits i used raisins and cashews,4 6 mixed dry fruits i used raisins and cashews
ingredient_18133,ingredient,1 pinch edible camphor pacha karpooram optional but recommended,1 pinch edible camphor pacha karpooram optional but recommended
recipe_18134,recipe,9718,Shakkarkandi ke Laddu | Sweet Potato Laddu Recipe
ingredient_18135,ingredient,sweet potatoes boiled and mashed,sweet potatoes boiled and mashed
ingredient_18136,ingredient,sugar adjust as per taste,sugar adjust as per taste
